State,PC No,Constituency,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share
RAJASTHAN,5,SIKAR,14,BIRBALSINGH,INDEPENDENT,1034,47,1081,0.08
RAJASTHAN,5,SIKAR,15,NOTA,NONE OF THE ABOVE,7081,185,7266,0.56
RAJASTHAN,6,JAIPUR RURAL,1,RAO RAJENDRA SINGH,BHARATIYA JANATA PARTY,608189,9688,617877,48.96
RAJASTHAN,6,JAIPUR RURAL,2,ANIL CHOPRA,INDIAN NATIONAL CONGRESS,602293,13969,616262,48.83
RAJASTHAN,6,JAIPUR RURAL,3,HANUMAN SAHAY,BAHUJAN SAMAJ PARTY,3773,77,3850,0.31
RAJASTHAN,6,JAIPUR RURAL,4,RAMSINGH KASANA,INDEPENDENT,3701,6,3707,0.29
RAJASTHAN,6,JAIPUR RURAL,5,DR DASHRATH HINUNIA,AMBEDKARITE PARTY OF INDIA,2669,12,2681,0.21
RAJASTHAN,6,JAIPUR RURAL,6,KAHANVI BOHRA,INDEPENDENT,1658,53,1711,0.14
RAJASTHAN,6,JAIPUR RURAL,7,DR RAM ROOP MEENA ADVOCATE,INDEPENDENT,1589,15,1604,0.13
RAJASTHAN,6,JAIPUR RURAL,8,NEHA SINGH GURJAR,INDEPENDENT,1378,29,1407,0.11
RAJASTHAN,6,JAIPUR RURAL,9,PRAKASH KUMAR SHARMA,INDEPENDENT,1033,7,1040,0.08
RAJASTHAN,6,JAIPUR RURAL,10,AJAY BHAT,REPUBLICAN PARTY OF INDIA (A),931,17,948,0.08
RAJASTHAN,6,JAIPUR RURAL,11,DEVHANS,INDEPENDENT,924,17,941,0.07
RAJASTHAN,6,JAIPUR RURAL,12,DR OM SINGH MEENA SEHARA,INDEPENDENT,676,58,734,0.06
RAJASTHAN,6,JAIPUR RURAL,13,ADITYA PRAKASH SHARMA,RIGHT TO RECALL PARTY,650,16,666,0.05
RAJASTHAN,6,JAIPUR RURAL,14,YOGI JEETENDRA NATH ADVOCATE,RASHTRIYA SAWARN DAL,556,6,562,0.04
RAJASTHAN,6,JAIPUR RURAL,15,ADVOCATE HARI KISHAN TIWARI,BHEEM TRIBAL CONGRESS,541,4,545,0.04
RAJASTHAN,6,JAIPUR RURAL,16,NOTA,NONE OF THE ABOVE,7405,114,7519,0.6
RAJASTHAN,7,JAIPUR,1,MANJU SHARMA,BHARATIYA JANATA PARTY,878643,8207,886850,60.61
RAJASTHAN,7,JAIPUR,2,PRATAP SINGH KHACHARIYAWAS,INDIAN NATIONAL CONGRESS,549424,5659,555083,37.93
RAJASTHAN,7,JAIPUR,3,RAJESH TANWAR,BAHUJAN SAMAJ PARTY,3420,41,3461,0.24
RAJASTHAN,7,JAIPUR,4,HARI NARAYAN MEENA,INDEPENDENT,2193,9,2202,0.15
RAJASTHAN,7,JAIPUR,5,RAJEEV ROLIWAL,INDEPENDENT,962,8,970,0.07
RAJASTHAN,7,JAIPUR,6,YOGESH SHARMA,INDEPENDENT,811,5,816,0.06
RAJASTHAN,7,JAIPUR,7,NARENDER SHARMA,RASHTRIYA SANATAN PARTY,665,4,669,0.05
RAJASTHAN,7,JAIPUR,8,KULDEEP SINGH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),605,10,615,0.04
RAJASTHAN,7,JAIPUR,9,DR. ASEEM VERMA,INDEPENDENT,562,10,572,0.04
RAJASTHAN,7,JAIPUR,10,PRADEEP VERMA,INDIAN PEOPLES GREEN PARTY,445,3,448,0.03
RAJASTHAN,7,JAIPUR,11,ADVOCATE HARI KISHAN TIWARI,BHEEM TRIBAL CONGRESS,384,16,400,0.03
RAJASTHAN,7,JAIPUR,12,SHASHANK SINGH ARYA,RIGHT TO RECALL PARTY,372,21,393,0.03
RAJASTHAN,7,JAIPUR,13,TRILOK TIWARI,RASHTRIYA SAMTA VIKAS PARTY,344,7,351,0.02
RAJASTHAN,7,JAIPUR,14,NOTA,NONE OF THE ABOVE,10280,148,10428,0.71
RAJASTHAN,8,ALWAR,1,BHUPENDER YADAV,BHARATIYA JANATA PARTY,624110,7882,631992,50.42
RAJASTHAN,8,ALWAR,2,LALIT YADAV,INDIAN NATIONAL CONGRESS,575964,7746,583710,46.57
RAJASTHAN,8,ALWAR,3,FAZAL HUSSAIN,BAHUJAN SAMAJ PARTY,19178,109,19287,1.54
RAJASTHAN,8,ALWAR,4,PARDEEP KUMAR,SARV SAMAJ PARTY,4339,23,4362,0.35
RAJASTHAN,8,ALWAR,5,VIVEK JAIN,INDEPENDENT,2429,9,2438,0.19
RAJASTHAN,8,ALWAR,6,RAMBABU SHARMA,INDEPENDENT,2207,25,2232,0.18
RAJASTHAN,8,ALWAR,7,AMIT GUPTA,INDEPENDENT,1366,23,1389,0.11
RAJASTHAN,8,ALWAR,8,CHHAGAN LAL,INDEPENDENT,1291,36,1327,0.11
RAJASTHAN,8,ALWAR,9,VISHVNATH KHINCHI,HINDUSTAN JANTA PARTY,862,17,879,0.07
RAJASTHAN,8,ALWAR,10,NOTA,NONE OF THE ABOVE,5727,95,5822,0.46
RAJASTHAN,9,BHARATPUR,1,SANJNA JATAV,INDIAN NATIONAL CONGRESS,572808,7082,579890,51.18
RAJASTHAN,9,BHARATPUR,2,RAMSWAROOP KOLI,BHARATIYA JANATA PARTY,519269,8638,527907,46.59
RAJASTHAN,9,BHARATPUR,3,ANJILA JATAV,BAHUJAN SAMAJ PARTY,9298,210,9508,0.84
RAJASTHAN,9,BHARATPUR,4,ANEETA,INDEPENDENT,5027,92,5119,0.45
RAJASTHAN,9,BHARATPUR,5,PURUSHOTTAM LAL,INDEPENDENT,2730,17,2747,0.24
RAJASTHAN,9,BHARATPUR,6,PUSHPENDAR KUMAR,INDEPENDENT,2374,12,2386,0.21
RAJASTHAN,9,BHARATPUR,7,NOTA,NONE OF THE ABOVE,5344,99,5443,0.48
RAJASTHAN,10,KARAULI-DHOLPUR,1,BHAJAN LAL JATAV,INDIAN NATIONAL CONGRESS,525379,4632,530011,53.64
RAJASTHAN,10,KARAULI-DHOLPUR,2,INDU DEVI,BHARATIYA JANATA PARTY,426798,4268,431066,43.62
RAJASTHAN,10,KARAULI-DHOLPUR,3,VIKRAM SINGH,BAHUJAN SAMAJ PARTY,14005,107,14112,1.43
RAJASTHAN,10,KARAULI-DHOLPUR,4,RAMKHILADI DHOVI,INDEPENDENT,5426,47,5473,0.55
RAJASTHAN,10,KARAULI-DHOLPUR,5,NOTA,NONE OF THE ABOVE,7402,58,7460,0.75
RAJASTHAN,11,DAUSA,1,MURARI LAL MEENA,INDIAN NATIONAL CONGRESS,636868,9398,646266,60.24
RAJASTHAN,11,DAUSA,2,KANHAIYA LAL MEENA,BHARATIYA JANATA PARTY,404309,4617,408926,38.12
RAJASTHAN,11,DAUSA,3,SONU DHANKA,BAHUJAN SAMAJ PARTY,6752,45,6797,0.63
RAJASTHAN,11,DAUSA,4,"DR. RAM ROOP MEENA, ADVOCATE",INDEPENDENT,2701,20,2721,0.25
RAJASTHAN,11,DAUSA,5,MOHAN LAL MEENA,INDEPENDENT,2164,14,2178,0.2
RAJASTHAN,11,DAUSA,6,NOTA,NONE OF THE ABOVE,5789,57,5846,0.54
RAJASTHAN,12,TONK-SAWAI MADHOPUR,1,HARISH CHANDRA MEENA,INDIAN NATIONAL CONGRESS,617137,6626,623763,50.85
RAJASTHAN,12,TONK-SAWAI MADHOPUR,2,SUKHBIR SINGH JAUNAPURIA,BHARATIYA JANATA PARTY,553309,5505,558814,45.56
RAJASTHAN,12,TONK-SAWAI MADHOPUR,3,PRAHALAD MALI,BAHUJAN SAMAJ PARTY,13089,55,13144,1.07
RAJASTHAN,12,TONK-SAWAI MADHOPUR,4,GANESH MEENA,INDIAN PEOPLES GREEN PARTY,7425,8,7433,0.61
RAJASTHAN,12,TONK-SAWAI MADHOPUR,5,MAKHAN LAL MEENA,INDEPENDENT,3314,10,3324,0.27
RAJASTHAN,12,TONK-SAWAI MADHOPUR,6,JASRAM MEENA,INDEPENDENT,3044,1,3045,0.25
RAJASTHAN,12,TONK-SAWAI MADHOPUR,7,VIJENDRA,AAZAD SAMAJ PARTY (KANSHI RAM),2669,28,2697,0.22
RAJASTHAN,12,TONK-SAWAI MADHOPUR,8,GIRRAJ PRASAD MEENA,INDEPENDENT,2512,9,2521,0.21
RAJASTHAN,12,TONK-SAWAI MADHOPUR,9,JAGDISH PRASAD MEENA,BHARAT ADIVASI PARTY,1366,7,1373,0.11
RAJASTHAN,12,TONK-SAWAI MADHOPUR,10,DULI CHAND SAINI,RAJASTHAN RAJ PARTY,1253,11,1264,0.1
RAJASTHAN,12,TONK-SAWAI MADHOPUR,11,JAGDISH PRASAD SHARMA,BHEEM TRIBAL CONGRESS,1023,6,1029,0.08
RAJASTHAN,12,TONK-SAWAI MADHOPUR,12,NOTA,NONE OF THE ABOVE,8105,72,8177,0.67
RAJASTHAN,13,AJMER,1,BHAGIRATH CHOUDHARY,BHARATIYA JANATA PARTY,741151,6311,747462,62.23
RAJASTHAN,13,AJMER,2,RAMCHANDRA CHOUDHARY,INDIAN NATIONAL CONGRESS,413685,3786,417471,34.76
RAJASTHAN,13,AJMER,3,RAMDEV,BAHUJAN SAMAJ PARTY,4896,48,4944,0.41
RAJASTHAN,13,AJMER,4,SURENDRA SINGH RANAVAT,INDEPENDENT,4348,25,4373,0.36
RAJASTHAN,13,AJMER,5,MUKESH GENA,BHARATIYA YUVA JAN EKTA PARTY,3187,9,3196,0.27
RAJASTHAN,13,AJMER,6,JITENDRA BOYAT,AAZAD SAMAJ PARTY (KANSHI RAM),2608,25,2633,0.22
RAJASTHAN,13,AJMER,7,SATYANARAYAN MALI,INDEPENDENT,2409,11,2420,0.2
RAJASTHAN,13,AJMER,8,VISHRAM BABU,INDEPENDENT,1517,7,1524,0.13
RAJASTHAN,13,AJMER,9,SHABUDADIN,NATIONAL FUTURE PARTY,1190,7,1197,0.1
RAJASTHAN,13,AJMER,10,YUSUF,INDEPENDENT,988,12,1000,0.08
RAJASTHAN,13,AJMER,11,PREM LATA,INDEPENDENT,988,167,1155,0.1
RAJASTHAN,13,AJMER,12,BHAWARLAL SONI,INDEPENDENT,868,70,938,0.08
RAJASTHAN,13,AJMER,13,RAMLAL,AKHIL BHARTIYA AAMJAN PARTY,807,11,818,0.07
RAJASTHAN,13,AJMER,14,DAYA MOHAN GARG,INDEPENDENT,644,2,646,0.05
RAJASTHAN,13,AJMER,15,NOTA,NONE OF THE ABOVE,11290,112,11402,0.95
RAJASTHAN,14,NAGAUR,1,HANUMAN BENIWAL,RASHTRIYA LOKTANTRIK PARTY,591460,5495,596955,48.2
RAJASTHAN,14,NAGAUR,2,JYOTI MIRDHA,BHARATIYA JANATA PARTY,550304,4426,554730,44.79
RAJASTHAN,14,NAGAUR,3,DR ASHOK CHOUDHARY,ABHINAV RAJASTHAN PARTY,26251,43,26294,2.12
RAJASTHAN,14,NAGAUR,4,DR. GAJENDRA SINGH RATHORE,BAHUJAN SAMAJ PARTY,23551,457,24008,1.94
RAJASTHAN,14,NAGAUR,5,RAJKUMAR JAT,INDEPENDENT,8219,13,8232,0.66
RAJASTHAN,14,NAGAUR,6,HARI RAM,INDEPENDENT,7610,16,7626,0.62
RAJASTHAN,14,NAGAUR,7,PREMRAJ KHARDIYA,INDEPENDENT,4504,8,4512,0.36
RAJASTHAN,14,NAGAUR,8,AMEEN KHAN,INDEPENDENT,4439,24,4463,0.36
RAJASTHAN,14,NAGAUR,9,HANUMAN SINGH KALVI,RASHTRIYA JANSHAKTI PARTY (SECULAR),2862,20,2882,0.23
RAJASTHAN,14,NAGAUR,10,NOTA,NONE OF THE ABOVE,8711,60,8771,0.71
RAJASTHAN,15,PALI,1,P. P. CHAUDHARY,BHARATIYA JANATA PARTY,750568,6821,757389,55.94
RAJASTHAN,15,PALI,2,SANGEETA BENIWAL,INDIAN NATIONAL CONGRESS,505754,6284,512038,37.82
RAJASTHAN,15,PALI,3,LAL SINGH DEWASI,INDEPENDENT,18848,154,19002,1.4
RAJASTHAN,15,PALI,4,HUKAM SINGH,INDEPENDENT,16835,262,17097,1.26
RAJASTHAN,15,PALI,5,MAHENDRA REGAR,BAHUJAN SAMAJ PARTY,11054,47,11101,0.82
RAJASTHAN,15,PALI,6,JEEVARAM RANA,BHARAT ADIVASI PARTY,8325,22,8347,0.62
RAJASTHAN,15,PALI,7,SHRAWAN RAM DEWASI,INDEPENDENT,5585,8,5593,0.41
RAJASTHAN,15,PALI,8,MUKESH SAINI,INDEPENDENT,2471,52,2523,0.19
RAJASTHAN,15,PALI,9,BASTIRAM,INDIAN PEOPLES GREEN PARTY,1570,16,1586,0.12
RAJASTHAN,15,PALI,10,BHIYARAM,INDEPENDENT,1335,10,1345,0.1
RAJASTHAN,15,PALI,11,ANAND KUMAR PARIHAR,INDEPENDENT,1327,8,1335,0.1
RAJASTHAN,15,PALI,12,KESARAM,INDEPENDENT,1327,18,1345,0.1
RAJASTHAN,15,PALI,13,DEEPAK BAMNIYA,INDEPENDENT,1256,32,1288,0.1
RAJASTHAN,15,PALI,14,NOTA,NONE OF THE ABOVE,13763,90,13853,1.02
RAJASTHAN,16,JODHPUR,1,GAJENDRA SINGH SHEKHAWAT,BHARATIYA JANATA PARTY,722978,7078,730056,52.76
RAJASTHAN,16,JODHPUR,2,KARAN SINGH UCHIYARDA,INDIAN NATIONAL CONGRESS,608228,6151,614379,44.4
RAJASTHAN,16,JODHPUR,3,SUNIL KUMAR PAREEK,INDEPENDENT,7424,5,7429,0.54
RAJASTHAN,16,JODHPUR,4,MANJU MEGHWAL,BAHUJAN SAMAJ PARTY,6347,48,6395,0.46
RAJASTHAN,16,JODHPUR,5,ANANDARAM URF ANAND CHAUHAN,AAZAD SAMAJ PARTY (KANSHI RAM),3662,18,3680,0.27
RAJASTHAN,16,JODHPUR,6,SUNIL BHANDARI,INDEPENDENT,3236,2,3238,0.23
RAJASTHAN,16,JODHPUR,7,VISHEK VISHNOI,INDEPENDENT,1718,32,1750,0.13
RAJASTHAN,16,JODHPUR,8,SHIVA RAM,INDEPENDENT,1191,4,1195,0.09
RAJASTHAN,16,JODHPUR,9,LIKHAMA RAM,INDEPENDENT,1123,2,1125,0.08
RAJASTHAN,16,JODHPUR,10,NARESH KANDARA,INDEPENDENT,1007,20,1027,0.07
RAJASTHAN,16,JODHPUR,11,SATYANARAYAN,BHARATIYA SAMPURAN KRANTIKARI PARTY,776,6,782,0.06
RAJASTHAN,16,JODHPUR,12,PAPPU DAN,RIGHT TO RECALL PARTY,650,4,654,0.05
RAJASTHAN,16,JODHPUR,13,SHAHNAZ BANO,DALIT KRANTI DAL,546,1,547,0.04
